,Protein,Total Fat,Carbohydrate,Alcohol,Water,Caffeine,Theobromine,"Sugars, total","Fiber, total dietary",Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Selenium,Retinol,"Carotene, beta","Carotene, alpha",Vitamin E (alpha-tocopherol),Vitamin D (D2 + D3),"Cryptoxanthin, beta",Lycopene,Lutein + zeaxanthin,Vitamin C,Thiamin,Riboflavin,Niacin,Vitamin B-6,"Folate, total",Vitamin B-12,"Choline, total",Vitamin K (phylloquinone),Folic acid,"Folate, food","Vitamin E, added","Vitamin B-12, added",Cholesterol,"Fatty acids, total saturated",4:00,6:00,8:00,10:00,12:00,14:00,16:00,18:00,18:01,18:02,18:03,20:04,22:6 n-3,16:01,18:04,20:01,20:5 n-3,22:01,22:5 n-3,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated",classf1,p1f1,p2f1,p3f1,p4f1,FProf1,classf2,p1f2,p2f2,p3f2,p4f2,FProf2,classf3,p1f3,p2f3,p3f3,p4f3,FProf3,classf4,p1f4,p2f4,p3f4,p4f4,FProf4,classf5,p1f5,p2f5,p3f5,p4f5,FProf5,p1,std_p1,p2,std_p2,p3,std_p3,p4,std_p4,FPro,std_FPro,min_FPro,max_p,class,min_in_which_fold,min_fold_id,min_class,p1_minFPro,p2_minFPro,p3_minFPro,p4_minFPro,FNDDSNutVal.Food.code
0,0.0295588022415444,1.47704872438835,1.93007108502557,-20,4.47163879336357,-20,-20,1.93007108502557,-20,-3.44201937618241,-10.4143131763021,-5.80914299031403,-4.26869794936688,-2.97592964625781,-4.07454193492592,-8.67971212091401,-9.86426683938285,-13.2277238930622,-9.72116599574217,-11.869600408909,-20,-9.43348392329039,-16.1180956509583,-20,-20,-20,-5.29831736654804,-11.176453228349,-10.2319916195082,-8.63936082539045,-11.4176152851659,-12.2060726455302,-16.8112428315183,-4.13516655674236,-15.0194833622902,-20,-12.2060726455302,-20,-20,-4.26869794936688,0.697637085832797,-20,-20,-20,-2.7646205525906,-1.36257783450257,-1.13631415585212,-0.08446915662645,-1.22758266996507,0.388657989791783,-0.983499481567605,-2.95651156040071,-3.64965874096066,-20,-2.04794287462046,-20,-3.2188758248682,-20,-20,-20,0.505612056713103,-0.699165252885508,0,0.931435185185185,0.005,0.0155555555555556,0.0480092592592593,0.0582870370370371,0,0.699589947089947,0.0161111111111111,0.0516666666666667,0.232632275132275,0.266521164021164,0,0.885555555555555,0.00555555555555556,0.0316666666666667,0.0772222222222222,0.0958333333333333,0,0.905,0.00277777777777778,0.0169444444444444,0.0752777777777778,0.0851388888888889,0,0.917777777777778,0.00277777777777778,0.0186111111111111,0.0608333333333333,0.0715277777777778,0.867871693121693,0.0955783853948272,0.00644444444444444,0.00554999721944097,0.0268888888888889,0.0152694421704767,0.0987949735449736,0.0757481687825264,0.11546164021164,0.0856195639570498,0.0582870370370371,p1,0,FProf1,1,0,0.931435185185185,0.005,0.0155555555555556,0.0480092592592593,11000000
1,1.18478998490916,0.667829372575655,1.57897870494939,-20,4.49110522970012,-20,-20,1.63899671467564,-20,-2.12863178587061,-10.4143131763021,-4.50986000618377,-2.39689577246529,-1.95899538860397,-3.12356564506388,-7.77525584668686,-11.176453228349,-12.6841084464732,-9.84521864441215,-12.4292161968444,-20,-10.1266311038503,-13.6331890011703,-20,-20,-20,-9.21034037197618,-10.1266311038503,-8.62812475212352,-9.30465105144742,-10.20459264532,-12.2060726455302,-14.5288604458417,-4.15409456662788,-15.4249484703984,-20,-12.2060726455302,-20,-20,-4.96184512992682,0.158711691154821,-2.88240358824699,-3.17008566069877,-3.38139475436598,-3.05760767727208,-2.99573227355399,-1.73727128394399,-0.650087691099498,-1.4784096500277,-0.709276562489829,-2.70306265959117,-3.54045944899566,-20,-20,-4.42284862919414,-20,-6.90775527898214,-20,-20,-20,-0.663588378318401,-2.33304430047875,0,0.986759259259259,0.00222222222222222,0,0.0110185185185185,0.0121296296296296,0,0.990555555555556,0.000555555555555556,0.00222222222222222,0.00666666666666667,0.00805555555555557,0,0.995555555555555,0.00166666666666667,0,0.00277777777777778,0.00361111111111113,0,0.99,0.000555555555555556,0.00333333333333333,0.00611111111111111,0.00805555555555556,0,0.985410052910053,0.000555555555555556,0,0.0140343915343915,0.0143121693121693,0.989656084656085,0.00394181003869039,0.00111111111111111,0.000785674201318386,0.00111111111111111,0.00157134840263677,0.00812169312169312,0.00441782110061781,0.00923280423280424,0.0041402539004216,0.00361111111111113,p1,0,FProf3,3,0,0.995555555555555,0.00166666666666667,0,0.00277777777777778,11100000
2,1.14740245283754,1.17865499634165,1.56861591791385,-20,4.47881299711157,-20,-20,1.66013102674962,-20,-2.1803674602698,-10.4143131763021,-4.60517018598809,-2.47693848013882,-2.02495335639577,-3.14655516328857,-7.902007552326,-10.5966347330961,-12.5071777383141,-10.008848068194,-11.869600408909,-20,-9.56701531591492,-13.5531462934968,-20,-20,-20,-20,-9.98686916147518,-8.6856118430412,-9.32687418823213,-10.2319916195082,-12.2060726455302,-14.614018254182,-4.24749574171628,-15.0194833622902,-20,-12.2060726455302,-20,-20,-4.60517018598809,0.623261053095779,-2.59026716544583,-2.59026716544583,-2.59026716544583,-2.59026716544583,-2.56394985712845,-1.21402314017944,-0.187535123846842,-1.00785792539965,-0.208254938820459,-2.12026353620009,-2.59026716544583,-20,-20,-20,-20,-20,-20,-20,-20,-0.208254938820459,-1.63475572041839,0,0.997222222222222,0,0,0.00277777777777778,0.00277777777777777,0,0.991388888888889,0.00111111111111111,0.000555555555555556,0.00694444444444444,0.00777777777777778,0,0.994444444444444,0.000555555555555556,0.000555555555555556,0.00444444444444444,0.00499999999999999,0,0.995555555555555,0,0.000555555555555556,0.00388888888888889,0.00416666666666668,0,0.994444444444444,0.000555555555555556,0,0.005,0.00527777777777777,0.994611111111111,0.00213003216807565,0.000444444444444444,0.000464811125852264,0.000333333333333333,0.000304290309725092,0.00461111111111111,0.00154160410283462,0.005,0.00183207027198235,0.00277777777777777,p1,0,FProf1,1,0,0.997222222222222,0,0,0.00277777777777778,11111000
3,1.1314021114911,1.24126858906963,1.49514876603197,-20,4.47960696301275,-20,-20,1.49514876603197,-20,-2.29263476214088,-9.90348755253613,-5.29831736654804,-2.45340798272863,-1.37436579025462,-5.80914299031403,-7.87533930524384,-11.5129254649702,-13.1223633774043,-10.4833060477891,-11.869600408909,-20,-9.43348392329039,-13.5531462934968,-20,-20,-20,-7.01311579463996,-10.8197782844103,-9.16155020780675,-10.0543104422707,-10.2891500333481,-12.2060726455302,-14.8371618054963,-4.13516655674236,-15.0194833622902,-20,-12.2060726455302,-20,-20,-4.26869794936688,0.767326578734197,-2.18925640768704,-2.71810053695571,-3.24419363285249,-2.44184716032755,-2.33304430047875,-1.05555279920766,-0.0943106794712413,-0.869884359059999,-0.139262067333508,-2.55104645229255,-2.99573227355399,-20,-20,-2.56394985712845,-20,-20,-20,-20,-20,-0.0010005003335835,-2.05572501506252,0,0.827407407407407,0.0405555555555556,0.0172222222222222,0.114814814814815,0.143703703703704,0,0.935277777777778,0.0144444444444444,0.00777777777777778,0.0425,0.0536111111111111,0,0.937777777777778,0.015,0.00611111111111111,0.0411111111111111,0.0516666666666666,0,0.921666666666667,0.00777777777777778,0.00555555555555556,0.065,0.0716666666666667,0,0.91462962962963,0.0144444444444444,0.01,0.0609259259259259,0.0731481481481482,0.907351851851852,0.0457017189976653,0.0184444444444444,0.0127136069810709,0.00933333333333333,0.00473690527717605,0.0648703703703704,0.0298954797910011,0.0787592592592593,0.0376364458685085,0.0516666666666666,p1,0,FProf3,3,0,0.937777777777778,0.015,0.00611111111111111,0.0411111111111111,11111100
4,1.14422279992016,1.17557332980424,1.56653041142282,-20,4.47585844950775,-20,-20,1.65632149833295,-20,-0.886731929632611,-10.4143131763021,-4.60517018598809,-2.47693848013882,-2.02495335639577,-3.14655516328857,-7.902007552326,-10.5966347330961,-12.5071777383141,-10.008848068194,-11.869600408909,-20,-9.56701531591492,-13.5531462934968,-20,-20,-20,-20,-9.98686916147518,-8.69154657856101,-9.32687418823213,-10.2319916195082,-12.2060726455302,-14.614018254182,-4.24749574171628,-15.0194833622902,-20,-12.2060726455302,-20,-20,-4.60517018598809,0.620038708739307,-2.59026716544583,-2.59026716544583,-2.59026716544583,-2.59026716544583,-2.56394985712845,-1.21739582465808,-0.189950583958446,-1.0106014113454,-0.210721031315653,-2.12026353620009,-2.59026716544583,-20,-20,-20,-20,-20,-20,-20,-20,-0.210721031315653,-1.63989711991881,0,0.995,0.00222222222222222,0.000555555555555556,0.00222222222222222,0.00361111111111111,0,0.992222222222222,0.00388888888888889,0.000555555555555556,0.00333333333333333,0.00555555555555555,0,0.994444444444444,0.00111111111111111,0.000555555555555556,0.00388888888888889,0.00472222222222221,0,0.996666666666667,0,0.000555555555555556,0.00277777777777778,0.00305555555555554,0,0.992777777777778,0.000555555555555556,0.00111111111111111,0.00555555555555556,0.0063888888888889,0.994222222222222,0.00178297850398682,0.00155555555555556,0.00154160410283462,0.000666666666666667,0.000248451997499977,0.00355555555555556,0.00127898493702459,0.00466666666666666,0.00136648598624988,0.00305555555555554,p1,0,FProf4,4,0,0.996666666666667,0,0.000555555555555556,0.00277777777777778,11111150
5,1.21491274436427,-0.0304592074847086,1.60743590976343,-20,4.49791899524112,-20,-20,1.64865862558738,-20,-1.49165487677772,-10.4143131763021,-4.50986000618377,-2.3538783873816,-1.89711998488588,-3.12356564506388,-7.77525584668686,-11.5129254649702,-12.6215880894918,-9.75506754741786,-13.1223633774043,-20,-11.5129254649702,-13.6331890011703,-20,-20,-20,-20,-10.8197782844103,-8.59515473288595,-9.28291106481102,-10.20459264532,-12.2060726455302,-14.5705331422423,-4.03419063940235,-16.1180956509583,-20,-12.2060726455302,-20,-20,-5.29831736654804,-0.45886588483528,-3.72970144863419,-4.01738352108597,-4.3428059215206,-3.61191841297781,-3.54045944899566,-2.39689577246529,-1.24827306322252,-2.07147337203066,-1.38629436111989,-3.50655789731998,-5.52146091786225,-20,-20,-4.07454193492592,-20,-20,-20,-20,-20,-1.2837377727948,-3.35240721749272,0,0.998888888888889,0.00111111111111111,0,0,0.000555555555555531,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.998888888888889,0.000555555555555556,0,0.000555555555555556,0.000833333333333309,0.999555555555556,0.000608580619450158,0.000333333333333333,0.000496903994999953,0,0,0.000111111111111111,0.000248451997499977,0.000277777777777768,0.00039283710065918,0,p1,0,FProf2,2,0,1,0,0,0,11111160
6,1.22377543162212,-1.71479842809193,1.57897870494939,-20,4.50865928560725,-20,-20,1.57897870494939,-20,-1.58963528513792,-10.1266311038503,-4.50986000618377,-2.29263476214088,-1.79576749062559,-2.95651156040071,-7.82404601085629,-11.4176152851659,-13.0735732132349,-8.89552963213615,-20,-20,-11.5129254649702,-13.6331890011703,-20,-20,-20,-6.90775527898214,-10.2319916195082,-8.87386813535497,-9.33817374348607,-10.1266311038503,-12.2060726455302,-14.783094584226,-4.13516655674236,-20,-20,-12.2060726455302,-20,-20,-6.21460809842219,-2.14558134418438,-4.71053070164592,-6.90775527898214,-6.21460809842219,-5.52146091786225,-5.80914299031403,-4.07454193492592,-2.93746336543002,-3.9633162998157,-3.27016911925575,-5.29831736654804,-6.21460809842219,-20,-20,-4.96184512992682,-20,-20,-20,-20,-20,-3.05760767727208,-4.96184512992682,0,0.992222222222222,0.00111111111111111,0.000555555555555556,0.00611111111111111,0.00694444444444444,0,0.997444444444444,0,0,0.00255555555555556,0.00255555555555554,0,0.999444444444444,0,0,0.000555555555555556,0.000555555555555543,0,0.997222222222222,0.000555555555555556,0,0.00222222222222222,0.0025,0,0.999444444444444,0.000555555555555556,0,0,0.000277777777777766,0.997155555555556,0.00295396782750354,0.000444444444444444,0.000464811125852264,0.000111111111111111,0.000248451997499977,0.00228888888888889,0.00239418018650061,0.00256666666666666,0.00266707172849518,0.000277777777777766,p1,0,FProf5,5,0,0.999444444444444,0.000555555555555556,0,0,11111170
7,1.19392246847243,0.683096844706444,1.56861591791385,-20,4.49099314092569,-20,-20,1.62136648329937,-20,-2.12026353620009,-10.8197782844103,-4.50986000618377,-2.3859667019331,-1.96611285637283,-3.05760767727208,-7.64172445406234,-12.0237510887362,-12.8992198260901,-9.8081773727318,-12.4292161968444,-20,-10.4143131763021,-13.6331890011703,-20,-20,-20,-8.51719319141624,-10.1519489118346,-8.59515473288595,-9.29372198091523,-10.1779243982379,-12.2060726455302,-14.4503888304002,-4.11047394415198,-15.4249484703984,-20,-12.2060726455302,-20,-20,-4.8283137373023,0.22872792960811,-2.56394985712845,-3.2188758248682,-3.91202300542815,-3.01593498087151,-2.90042209374967,-1.74296930505862,-0.583396316600826,-1.41469383564159,-0.677273831403655,-2.78062089393705,-4.8283137373023,-20,-20,-3.61191841297781,-20,-6.21460809842219,-20,-20,-20,-0.579818495252942,-2.61729583783375,0,1,0,0,0,0,0,0.999444444444444,0,0,0.000555555555555556,0.000555555555555543,0,0.999444444444444,0.000555555555555556,0,0,0.000277777777777766,0,1,0,0,0,0,0,0.999444444444444,0,0,0.000555555555555556,0.000555555555555543,0.999666666666667,0.000304290309725079,0.000111111111111111,0.000248451997499977,0,0,0.000222222222222222,0.000304290309725092,0.000277777777777771,0.000277777777777772,0,p1,0,FProf1,1,0,1,0,0,0,11112110
8,1.21491274436427,-0.0304592074847086,1.60743590976343,-20,4.49892038614538,-20,-20,1.64865862558738,-20,-2.07944154167984,-10.4143131763021,-4.50986000618377,-2.3538783873816,-1.89711998488588,-3.12356564506388,-7.77525584668686,-11.5129254649702,-12.6215880894918,-9.75506754741786,-13.1223633774043,-20,-11.5129254649702,-13.6331890011703,-20,-20,-20,-20,-10.8197782844103,-8.59515473288595,-9.28291106481102,-10.20459264532,-12.2060726455302,-14.5705331422423,-4.03419063940235,-16.1180956509583,-20,-12.2060726455302,-20,-20,-5.29831736654804,-0.457284856837961,-3.72970144863419,-4.01738352108597,-4.3428059215206,-3.61191841297781,-3.54045944899566,-2.39689577246529,-1.24827306322252,-2.07147337203066,-1.38629436111989,-3.50655789731998,-5.52146091786225,-20,-20,-4.07454193492592,-20,-20,-20,-20,-20,-1.2837377727948,-3.35240721749272,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,p1,0,FProf1,1,0,1,0,0,0,11112120
9,1.19392246847243,0.683096844706444,1.56861591791385,-20,4.49099314092569,-20,-20,1.62136648329937,-20,-2.12026353620009,-10.8197782844103,-4.50986000618377,-2.3859667019331,-1.96611285637283,-3.05760767727208,-7.64172445406234,-12.0237510887362,-12.8992198260901,-9.8081773727318,-12.4292161968444,-20,-10.4143131763021,-13.6331890011703,-20,-20,-20,-8.51719319141624,-10.1519489118346,-8.59515473288595,-9.29372198091523,-10.1779243982379,-12.2060726455302,-14.4503888304002,-4.11047394415198,-15.4249484703984,-20,-12.2060726455302,-20,-20,-4.8283137373023,0.22872792960811,-2.56394985712845,-3.2188758248682,-3.91202300542815,-3.01593498087151,-2.90042209374967,-1.74296930505862,-0.583396316600826,-1.41469383564159,-0.677273831403655,-2.78062089393705,-4.8283137373023,-20,-20,-3.61191841297781,-20,-6.21460809842219,-20,-20,-20,-0.579818495252942,-2.61729583783375,0,1,0,0,0,0,0,0.999444444444444,0,0,0.000555555555555556,0.000555555555555543,0,0.999444444444444,0.000555555555555556,0,0,0.000277777777777766,0,1,0,0,0,0,0,0.999444444444444,0,0,0.000555555555555556,0.000555555555555543,0.999666666666667,0.000304290309725079,0.000111111111111111,0.000248451997499977,0,0,0.000222222222222222,0.000304290309725092,0.000277777777777771,0.000277777777777772,0,p1,0,FProf1,1,0,1,0,0,0,11112130
